substation_name,subst_id,sys_name,existing_gen,queued_gen,total_gen,projected_load,der_penetration,max_remain_cap,voltage_kv,circuit_count,res_pct,com_pct,agr_pct,ind_pct,other_pct,res_total,com_total,agr_total,ind_total,other_total,note_sub
Papaya P.t.,2009.0,Mira Loma 220/66 System,0.237,0.011,0.247,0.86,0.29,0.75,4.0,1.0,80.8,4.0,0.0,0.0,15.2,101.0,5.0,0.0,0.0,19.0,Interconnection studies in this area have identified adequate deliverability.
Paper,,,,,,,,,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Parker,229.0,Parker 161/66 System,0.963,0.037,1.0,16.7,0.06,15.7,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Paularino,1009.0,Ellis 'A' 220/66 System,0.06,0.0,0.06,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Pebbly Beach,,,,,,,,,12.0,4.0,39.7872,10.2128,0.2128,0.0,49.7872,374.0,96.0,2.0,0.0,468.0,
Permanente,1066.0,Victor 220/115 System,0.0,0.0,0.0,26.0,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Pharmacy,1151.0,Moorpark 220/66 System,0.0,0.0,0.0,22.76,0.0,56.0,16.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,Interconnection studies in this area have identified adequate deliverability.
Pier,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,
Pimiento P.t.,2252.0,Goleta 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Pinnacles,214.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Pipe,788.0,Etiwanda 220/66 System,0.0,0.0,0.0,2.37,0.0,36.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Pitchgen,76.0,Saugus 220/66 System,0.0,0.0,0.0,7.15,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Plastic,1219.0,Chino 220/66 System,0.0,0.0,0.0,13.13,0.0,28.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
Plesgen,91.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Pluess,1247.0,Victor 220/115 System,0.0,0.0,0.0,9.0,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Polaris,465.0,El Nido 220/66 System,0.0,0.0,0.0,22.4,0.0,22.4,16.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,Interconnection studies in this area have identified adequate deliverability.
Polaris 4,464.0,El Nido 220/66 System,0.0,0.0,0.0,8.82,0.0,9.37,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Polypro,1259.0,Hinson 220/66 System,0.0,0.0,0.0,10.87,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Poole,179.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.2,0.0,1.5,12.0,1.0,0.0,16.6667,0.0,0.0,83.3333,0.0,5.0,0.0,0.0,25.0,Interconnection studies in this area have identified inadequate deliverability.
Portal 4,155.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Portuguese Bend P.t.,1512.0,La Fresa 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Poso Park P.t.,1518.0,Vestal 220/66 System,0.0,0.0,0.0,0.02,0.0,0.05,2.4,1.0,37.5,0.0,0.0,0.0,62.5,3.0,0.0,0.0,0.0,5.0,Interconnection studies in this area have identified inadequate deliverability.
Poston (Bia),,,,,,,,,12.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Prison,1064.0,Blythe (Walc) 161/33 System,0.0,0.0,0.0,10.0,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Procal,1153.0,Center 220/66 System,0.0,0.0,0.0,28.0,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Process,2191.0,Hinson 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
Procgen,41.0,Santa Clara 220/66 System,0.0,0.0,0.0,33.39,0.0,51.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Protein,1267.0,Rector 220/66 System,0.0,0.0,0.0,16.0,0.0,22.39,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Purewater,2069.0,El Casco 220/115 System,0.0,0.0,0.0,1.36,0.0,16.8,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Ralphs,1102.0,Lighthipe 220/66 System,0.0,0.0,0.0,4.6,0.0,13.88,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Rancheria P.t.,1524.0,Big Creek 220/220 System,0.0,0.0,0.0,0.04,0.0,0.1,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Ranger P.t.,1525.0,Vista 220/115 System,0.007,0.0,0.007,0.0,-7.09,0.99,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Rcho Msn Viejo (Sdge),,,,,,,,,12.0,1.0,62.5,5.0,0.0,0.0,32.5,25.0,2.0,0.0,0.0,13.0,
Reclaim,1211.0,Moorpark 220/66 System,0.0,0.0,0.0,2.49,0.0,5.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Recovery,1114.0,Ellis 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
Rectifier,1806.0,Valley 500/115 System,0.0,0.0,0.0,8.26,0.0,22.4,33.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,Deliverability in this area has not been determined by previous interconnection studies.
Refinery,1179.0,Lighthipe 220/66 System,0.0,0.0,0.0,4.8,0.0,12.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Refuse,69.0,Laguna Bell Ab 220/66 System,0.0,0.0,0.0,0.0,0.0,12.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Reno,1123.0,Walnut 220/66 System,0.0,0.0,0.0,6.42,0.0,8.4,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Renwind,73.0,Devers 220/115 System,0.0,0.0,0.0,12.39,0.0,12.92,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Revital,1059.0,Lighthipe 220/66 System,0.0,0.0,0.0,9.92,0.0,9.92,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Richuson P.t.,1533.0,Lighthipe 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Rindge,,,,,,,,,16.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Ringmill,1234.0,Lighthipe 220/66 System,0.0,0.0,0.0,5.8,0.0,13.88,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Riteaid,1256.0,Antelope 220/66 System,0.0,0.0,0.0,4.61,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Riverside,274.0,Vista C 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Rivertex,,,,,,,,,12.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Rockair,1185.0,Antelope 220/66 System,0.0,0.0,0.0,1.7,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Rocket Test,1793.0,Kramer 220/115 System,0.0,0.0,0.0,16.59,0.0,20.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Rolling,1073.0,Etiwanda 220/66 System,0.0,0.0,0.0,35.4,0.0,70.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Rosecrans,496.0,El Nido 220/66 System,0.0,0.0,0.0,0.0,0.0,46.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Roxie P.t.,1536.0,Rio Hondo 220/66 System,0.0,0.0,0.0,0.12,0.0,0.17,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Rush Creek,181.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.31,0.0,0.45,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,Interconnection studies in this area have identified inadequate deliverability.
Safari,2193.0,Santiago 220/66 System,1.077,0.763,1.84,18.33,0.1,54.16,12.0,2.0,43.0791,29.3785,0.1412,0.0,27.4011,305.0,208.0,1.0,0.0,194.0,Interconnection studies in this area have identified adequate deliverability.
San Manuel,2300.0,San Bernardino 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
San Onofre,,,,,,,,,12.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.0,
San Ysidro P.t.,2119.0,Goleta 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Sangar,418.0,Eagle Rock 220/66 System,0.0,0.0,0.0,0.97,0.0,6.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Santa Ana River 1,,,,,,,,,33.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Santa Ana River 3,162.0,San Bernardino 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Santa Fe Shops,1081.0,San Bernardino 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Santee,1251.0,Walnut 220/66 System,0.0,0.0,0.0,5.7,0.0,11.2,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,Interconnection studies in this area have identified adequate deliverability.
Santiago 'A',381.0,Santiago 220/66 System,122.763,20.278,143.041,345.68,0.41,416.96,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Santiago 'C',380.0,Santiago 220/66 System,74.892,12.424,87.317,390.12,0.22,472.68,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Sanwind,68.0,Devers 220/115 System,0.0,0.0,0.0,16.8,0.0,16.8,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Saugus 'A',2018.0,Saugus 220/66 System,164.66,44.7,209.36,379.99,0.55,350.64,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Saugus 'C',2019.0,Saugus 220/66 System,133.599,14.766,148.365,364.57,0.41,411.63,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Sdge Avocado,,,,,,,,,12.0,2.0,27.2727,9.0909,0.0,0.0,63.6364,3.0,1.0,0.0,0.0,7.0,
Seawind,79.0,Devers 220/115 System,0.0,0.0,0.0,1.85,0.0,28.17,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Segs 1,31.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Segs 2,11.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Segs 3,3.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Segs 4,4.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Segs 5,5.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Segs 6,6.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Segs 7,9.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Serrfgen,74.0,Hinson 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Server,2053.0,El Nido 220/66 System,0.0,0.0,0.0,3.41,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Shellsom,687.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.1,0.0,1.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Shellwatt,1124.0,Hinson 220/66 System,0.0,0.0,0.0,35.8,0.0,106.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Ship,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,
Shred,1246.0,Lighthipe 220/66 System,0.0,0.0,0.0,0.29,0.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,Interconnection studies in this area have identified adequate deliverability.
Shultz,1229.0,Laguna Bell 220/66 System,0.0,0.0,0.0,11.41,0.0,28.0,16.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,Interconnection studies in this area have identified adequate deliverability.
Siggen,77.0,Center 220/66 System,0.0,0.0,0.0,0.0,0.0,29.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
Simpson,70.0,Chino 220/66 System,0.0,0.0,0.0,0.37,0.0,46.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Skinwater,1875.0,Valley 'D' 500/115 System,0.0,0.0,0.0,2.7,0.0,14.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Snake P.t.,1541.0,Mirage 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Soco,1135.0,Ellis 220/66 System,0.0,0.0,0.0,5.69,0.0,9.38,33.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,Interconnection studies in this area have identified adequate deliverability.
Solar 1,132.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Solar 2,133.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Sony,1150.0,La Cienega 220/66 System,0.0,0.0,0.0,8.15,0.0,14.0,16.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,39.0,Interconnection studies in this area have identified adequate deliverability.
Soport,1198.0,Victor 220/115 System,0.0,0.0,0.0,13.0,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Southbase,1209.0,Kramer 220/115 System,0.0,0.0,0.0,20.12,0.0,28.0,33.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,Interconnection studies in this area have identified inadequate deliverability.
Southdown,1264.0,Victor 220/115 System,0.0,0.0,0.0,11.0,0.0,44.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Space,540.0,El Nido 220/66 System,0.0,0.0,0.0,19.57,0.0,40.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Spacex P.t.,,,,,,,,,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,
Stanhill,546.0,La Cienega 220/66 System,0.0,0.0,0.0,24.09,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Stateline,,,,,,,,,33.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Stem P.t.,,,,,,,,,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,
Stent,1880.0,Valley 'D' 500/115 System,0.0,0.0,0.0,4.48,0.0,14.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Stevedore,,,,,,,,,12.0,2.0,0.0,12.5,0.0,0.0,87.5,0.0,1.0,0.0,0.0,7.0,
Strip,1074.0,Etiwanda 220/66 System,0.0,0.0,0.0,33.2,0.0,80.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Studio,1205.0,Eagle Rock 220/66 System,0.0,0.0,0.0,29.0,0.0,75.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Summit,804.0,Etiwanda A 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Sunnyhills,1047.0,Barre 220/66 System,0.0,0.0,0.0,1.5,0.0,20.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Taft (Pgae),,,,,,,,,12.0,1.0,27.3973,6.8493,1.3699,0.0,64.3836,20.0,5.0,1.0,0.0,47.0,
Tanker,1215.0,Vista 220/115 System,0.0,0.0,0.0,8.76,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Tayshell,635.0,Santa Clara 220/66 System,0.0,0.0,0.0,30.0,0.0,30.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Tejon (Pgae),,,,,,,,,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,
Tengen,81.0,Saugus 220/66 System,0.0,0.0,0.0,37.39,0.0,44.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Terawind,80.0,Devers 220/115 System,0.0,0.0,0.0,0.24,0.0,22.5,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Test Sub 9997,,,,,,,,,4.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,
Three M,1239.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Thrive,2007.0,Etiwanda 220/66 System,0.0,0.0,0.0,1.8,0.0,16.8,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,Interconnection studies in this area have identified adequate deliverability.
Thrust,719.0,Saugus 220/66 System,0.0,0.0,0.0,0.6,0.0,6.25,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Thumsgen,1927.0,Hinson 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified adequate deliverability.
Thunderbird,1754.0,Mirage 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Tidelands,1245.0,Hinson 220/66 System,0.0,0.0,0.0,18.2,0.0,22.39,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Tiefort,1620.0,Kramer 220/115 System,0.0,4.188,4.188,27.52,0.15,51.81,33.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,14.0,Interconnection studies in this area have identified inadequate deliverability.
Tiffanywind,2086.0,Devers 220/115 System,0.0,0.0,0.0,45.0,0.0,45.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Tioga P.t.,,,,,,,,,2.4,1.0,18.1818,27.2727,0.0,0.0,54.5455,6.0,9.0,0.0,0.0,18.0,
Titans,92.0,Villa Park 220/66 System,0.0,0.0,0.0,12.93,0.0,22.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Tollhouse P.t.,1580.0,Big Creek 220/220 System,0.0,0.0,0.0,0.07,0.0,1.0,4.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,Interconnection studies in this area have identified inadequate deliverability.
Topanga,515.0,Moorpark 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Torrey,639.0,Saugus 220/66 System,0.0,0.0,0.0,3.41,0.0,11.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Tortoise,1189.0,Antelope 220/66 System,0.0,0.0,0.0,22.72,0.0,22.72,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Toyota,1208.0,Lighthipe 220/66 System,0.0,0.0,0.0,3.11,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Transwind,78.0,Devers 220/115 System,0.0,0.0,0.0,5.6,0.0,5.6,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Treatment P.t.,2232.0,Kramer 220/115 System,0.0,0.0,0.0,1.22,0.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,Interconnection studies in this area have identified inadequate deliverability.
Tule,170.0,Springville 220/66 System,0.0,0.0,0.0,0.24,0.0,2.6,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Tule (Pgae),254.0,Springville 220/66 System,0.0,0.0,0.0,2.2,0.0,2.5,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Twenty Three St P.t.,,,,,,,,,4.0,1.0,66.6667,16.6667,0.0,0.0,16.6667,4.0,1.0,0.0,0.0,1.0,
Twenty Two St P.t.,,,,,,,,,4.0,1.0,78.9474,0.0,0.0,0.0,21.0526,15.0,0.0,0.0,0.0,4.0,
Ultragen,38.0,Vestal 220/66 System,0.0,0.0,0.0,0.0,0.0,41.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Unimed,1183.0,San Bernardino 220/66 System,0.0,0.0,0.0,21.24,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Unioil,1174.0,Santa Clara 220/66 System,0.0,0.0,0.0,6.0,0.0,16.79,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
United Artists,1147.0,Eagle Rock 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
University,1213.0,Santiago 220/66 System,0.011,0.0,0.011,46.43,0.0,55.99,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Urbana,1640.0,Etiwanda 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Valencia,780.0,San Bernardino 220/66 System,0.016,0.0,0.016,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Valley 'Abcd',349.0,Valley 'Ab' 500/115 System,397.781,101.103,498.884,887.84,0.56,621.12,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Valley 'Efg',350.0,Valley 'D' 500/115 System,505.695,56.523,562.218,1056.26,0.53,557.78,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Valley Elect. Assoc.,233.0,Vea Stateline-86 System,0.0,0.0,0.0,3.33,0.0,12.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
Vapor,1261.0,La Fresa 220/66 System,0.0,0.0,0.0,4.8,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Ventura,673.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Venwind,82.0,Devers 220/115 System,0.0,25.535,25.535,44.8,0.57,19.27,12.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,Deliverability in this area has not been determined by previous interconnection studies.
Vernon City Sys.,278.0,Laguna Bell De 220/66 System,0.0,0.0,0.0,240.03,0.0,300.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Villa Park 'A',2173.0,Villa Park 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Villa Park 'B',2174.0,Villa Park 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Visalia,592.0,Rector 220/66 System,18.665,5.51,24.175,49.16,0.49,31.83,12.0,7.0,64.4101,16.5083,0.2771,0.0792,18.7253,3254.0,834.0,14.0,4.0,946.0,Interconnection studies in this area have identified inadequate deliverability.
Vista 'A',336.0,Vista A 220/66 System,88.16,9.898,98.058,305.56,0.32,461.94,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Vista 'C',337.0,Vista C 220/66 System,0.0,0.0,0.0,560.0,0.0,560.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Voice Of America,1173.0,Vestal 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Vulcagen,89.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
Wastewater,1257.0,Santa Clara 220/66 System,1.5,0.0,1.5,3.26,0.46,12.5,16.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,15.0,Interconnection studies in this area have identified adequate deliverability.
Wellington P.t.,,,,,,,,,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,
Wesbasin,1230.0,El Nido 220/66 System,0.0,0.0,0.0,6.21,0.0,14.0,16.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,17.0,Interconnection studies in this area have identified adequate deliverability.
West Riverside,1766.0,Vista 220/115 System,1.608,1.928,3.536,13.36,0.26,10.46,12.0,3.0,54.1578,17.2708,0.0,0.6397,27.9318,254.0,81.0,0.0,3.0,131.0,Interconnection studies in this area have identified adequate deliverability.
Westex,1145.0,Lighthipe 220/66 System,0.0,0.0,0.0,7.11,0.0,12.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Westgate,1002.0,Mesa 220/66 System,0.005,0.0,0.005,0.0,-9.36,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Westpac,721.0,Bailey 220/66 System,0.0,0.0,0.0,23.1,0.0,44.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Weymouth,2052.0,Padua 220/66 System,0.0,0.0,0.0,3.53,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
Wharf,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,14.0,
Willamette,1190.0,Santa Clara 220/66 System,0.0,0.0,0.0,14.0,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
